doi,halId
10.5194/acp-2016-141,insu-01288958
10.5194/acp-2017-629,hal-02324494
10.5194/acp-2017-672,insu-01627782
10.5194/acp-2018-1092,insu-01919019
10.5194/acp-2018-1213,insu-01964589
10.5194/acp-2018-1222,insu-01960030
10.5194/acp-2018-525,insu-01813378
10.5194/acp-2019-206,insu-02101539
10.5194/acp-2019-74,hal-02169155
10.5194/acp-special_issue376-preface,hal-02324466
10.5194/acpd-15-14357-2015,hal-01154522
10.5194/acpd-15-18407-2015,
10.5194/acpd-15-18459-2015,
10.5194/acpd-15-19615-2015,
10.5194/acpd-15-22451-2015,
10.5194/acpd-15-23587-2015,
10.5194/acpd-15-23731-2015,
10.5194/acpd-15-24041-2015,
10.5194/acpd-15-24251-2015,
10.5194/acpd-15-30693-2015,
10.5194/acpd-15-31925-2015,
10.5194/amt-10-1043-2017,
10.5194/amt-10-1155-2017,insu-01493833
10.5194/amt-10-1299-2017,hal-01584251
10.5194/amt-10-1359-2017,insu-01504829
10.5194/amt-10-1403-2017,insu-01508081
10.5194/amt-10-1557-2017,insu-01410090
10.5194/amt-10-1803-2017,hal-01592166
10.5194/amt-10-2077-2017,hal-01583951
10.5194/amt-10-2239-2017,insu-01386457
10.5194/amt-10-231-2017,insu-01355696
10.5194/amt-10-2455-2017,insu-01562352
10.5194/amt-10-2745-2017,insu-01570838
10.5194/amt-10-2923-2017,
10.5194/amt-10-3359-2017,insu-01446459
10.5194/amt-10-3499-2017,insu-01592349
10.5194/amt-10-3931-2017,
10.5194/amt-10-3947-2017,
10.5194/amt-10-4023-2017,hal-02322207
10.5194/amt-10-4389-2017,hal-02903240
10.5194/amt-10-4905-2017,insu-01665525
10.5194/amt-10-5017-2017,hal-01675501
10.5194/amt-11-1385-2018,insu-01624023
10.5194/amt-11-1459-2018,insu-01756061
10.5194/amt-11-1599-2018,hal-02414538
10.5194/amt-11-1615-2018,insu-01627902
10.5194/amt-11-2485-2018,insu-01686981
10.5194/amt-11-2949-2018,insu-01570247
10.5194/amt-11-3769-2018,insu-01835449
10.5194/amt-11-4015-2018,
10.5194/amt-11-5007-2018,insu-01876914
10.5194/amt-11-5125-2018,insu-01876951
10.5194/amt-11-5531-2018,insu-01893038
10.5194/amt-11-5885-2018,
10.5194/amt-11-6525-2018,hal-02902914
10.5194/amt-11-6539-2018,hal-02950533
10.5194/amt-11-6703-2018,insu-01784812
10.5194/amt-11-6761-2018,hal-02161058
10.5194/amt-11-681-2018,hal-02903452
10.5194/amt-12-147-2019,insu-01857969
10.5194/amt-12-1513-2019,hal-02414413
10.5194/amt-12-1815-2019,insu-02009482
10.5194/amt-12-2097-2019,insu-02090025
10.5194/amt-12-2463-2019,insu-02104733
10.5194/amt-12-2665-2019,hal-02414451
10.5194/amt-12-2693-2019,insu-01922020
10.5194/amt-12-2819-2019,insu-02131501
10.5194/amt-12-471-2019,
10.5194/amt-12-51-2019,insu-01969341
10.5194/amt-12-5217-2019,
10.5194/amt-12-5263-2019,insu-02112717
10.5194/amt-12-5381-2019,
10.5194/amt-12-5457-2019,insu-02133870
10.5194/amt-12-5519-2019,insu-02321633
10.5194/amt-12-5791-2019,
10.5194/amt-12-585-2019,insu-01997438
10.5194/amt-12-5863-2019,hal-02973907
10.5194/amt-12-5979-2019,hal-02414324
10.5194/amt-12-6125-2019,hal-02414370
10.5194/amt-12-6193-2019,hal-02400841
10.5194/amt-12-6361-2019,hal-02414426
10.5194/amt-12-6695-2019,hal-02969178
10.5194/amt-12-703-2019,insu-02005367
10.5194/amt-12-749-2019,insu-02004581
10.5194/amt-2017-466,insu-01718413
10.5194/amt-2018-261,insu-01877039
10.5194/amt-2018-310,insu-01900398
10.5194/amt-8-1055-2015,hal-01060604
10.5194/amt-8-125-2015,hal-01806678
10.5194/amt-8-1425-2015,hal-01073965
10.5194/amt-8-1447-2015,hal-01082620
10.5194/amt-8-1575-2015,hal-01091151
10.5194/amt-8-1951-2015,hal-00986167
10.5194/amt-8-1965-2015,hal-01806211
10.5194/amt-8-2093-2015,hal-01206797
10.5194/amt-8-2417-2015,hal-01109442
10.5194/amt-8-2555-2015,hal-01806184
10.5194/amt-8-2715-2015,hal-01806123
10.5194/amt-8-2759-2015,hal-01120207
10.5194/amt-8-2801-2015,
10.5194/amt-8-2827-2015,
10.5194/amt-8-2853-2015,hal-01806126
10.5194/amt-8-3617-2015,
10.5194/amt-8-3851-2015,hal-01805474
10.5194/amt-8-3867-2015,hal-01805476
10.5194/amt-8-3941-2015,insu-01322435
10.5194/amt-8-4313-2015,insu-01145299
10.5194/amt-8-4347-2015,
10.5194/amt-8-4521-2015,
10.5194/amt-8-4785-2015,hal-01805249
10.5194/amt-8-4931-2015,
10.5194/amt-8-5039-2015,insu-01182915
10.5194/amt-8-5063-2015,hal-01805207
10.5194/amt-8-633-2015,hal-01059422
10.5194/amt-8-779-2015,hal-01806262
10.5194/amt-8-999-2015,
10.5194/amt-9-1083-2016,hal-01587346
10.5194/amt-9-115-2016,hal-01323729
10.5194/amt-9-1207-2016,insu-01247725
10.5194/amt-9-1221-2016,hal-01587486
10.5194/amt-9-1721-2016,insu-01320265
10.5194/amt-9-2067-2016,
10.5194/amt-9-2207-2016,insu-01264256
10.5194/amt-9-2497-2016,insu-01175649
10.5194/amt-9-3145-2016,insu-01233557
10.5194/amt-9-3673-2016,insu-01396192
10.5194/amt-9-3769-2016,
10.5194/amt-9-4029-2016,insu-01306586
10.5194/amt-9-4051-2016,insu-01306627
10.5194/amt-9-4327-2016,insu-01272466
10.5194/amt-9-455-2016,insu-01200526
10.5194/amt-9-4687-2016,insu-01370001
10.5194/amt-9-4719-2016,hal-01587531
10.5194/amt-9-4783-2016,insu-01384959
10.5194/amt-9-4843-2016,hal-01587442
10.5194/amt-9-4935-2016,
10.5194/amt-9-5347-2016,
10.5194/amt-9-5811-2016,hal-01587542
10.5194/amt-9-683-2016,hal-02947794
10.5194/amt-9-721-2016,insu-01220703
10.5194/angeo-33-1155-2015,insu-01203159
10.5194/angeo-33-1285-2015,hal-01551993
10.5194/angeo-33-1495-2015,hal-01260501
10.5194/angeo-33-931-2015,
10.5194/angeo-34-157-2016,insu-01266915
10.5194/angeo-35-1093-2017,insu-01591060
10.5194/angeo-35-39-2017,insu-01426482
10.5194/angeo-35-691-2017,hal-01541505
10.5194/angeo-36-381-2018,hal-01753340
10.5194/angeo-37-613-2019,hal-02197692
10.5194/ascmo-3-17-2017,hal-01372563
10.5194/bg-12-1073-2015,hal-01207390
10.5194/bg-12-1415-2015,hal-01207727
10.5194/bg-12-1447-2015,
10.5194/bg-12-1483-2015,hal-01207651
10.5194/bg-12-193-2015,hal-01806683
10.5194/bg-12-2873-2015,hal-01207717
10.5194/bg-12-2891-2015,
10.5194/bg-12-3131-2015,hal-01806199
10.5194/bg-12-4067-2015,
10.5194/bg-12-4133-2015,hal-01806163
10.5194/bg-12-4291-2015,hal-01207412
10.5194/bg-12-4385-2015,insu-01218089
10.5194/bg-12-5393-2015,hal-01806076
10.5194/bg-12-653-2015,hal-01806663
10.5194/bg-12-6955-2015,hal-01805260
10.5194/bg-12-7025-2015,hal-01345570
10.5194/bg-12-7185-2015,hal-01805153
10.5194/bg-12-7251-2015,hal-01245530
10.5194/bg-12-7403-2015,
10.5194/bg-12-7453-2015,
10.5194/bg-12-757-2015,
10.5194/bg-12-781-2015,
10.5194/bg-13-2151-2016,
10.5194/bg-13-2769-2016,ineris-01863017
10.5194/bg-13-3359-2016,hal-01587535
10.5194/bg-13-3619-2016,hal-01587588
10.5194/bg-13-3757-2016,insu-01388912
10.5194/bg-13-4023-2016,hal-01504548
10.5194/bg-13-4111-2016,hal-01504558
10.5194/bg-13-4167-2016,hal-01497501
10.5194/bg-13-4877-2016,hal-01587579
10.5194/bg-13-5121-2016,
10.5194/bg-13-5259-2016,hal-01587585
10.5194/bg-13-5379-2016,hal-02042340
10.5194/bg-13-5567-2016,hal-01587571
10.5194/bg-13-6049-2016,hal-01408865
10.5194/bg-13-6587-2016,hal-01514912
10.5194/bg-13-675-2016,insu-01351969
10.5194/bg-14-1123-2017,hal-02827277
10.5194/bg-14-1197-2017,hal-01517097
10.5194/bg-14-1919-2017,hal-01584199
10.5194/bg-14-2033-2017,hal-01584271
10.5194/bg-14-2321-2017,hal-01528469
10.5194/bg-14-3051-2017,hal-01584121
10.5194/bg-14-3171-2017,
10.5194/bg-14-3685-2017,hal-01584280
10.5194/bg-14-5053-2017,hal-02986460
10.5194/bg-14-5143-2017,
10.5194/bg-14-5571-2017,
10.5194/bg-15-1185-2018,hal-01806887
10.5194/bg-15-1347-2018,hal-01806712
10.5194/bg-15-1549-2018,hal-02976261
10.5194/bg-15-1701-2018,hal-01768271
10.5194/bg-15-2499-2018,hal-01806852
10.5194/bg-15-297-2018,hal-01693175
10.5194/bg-15-3223-2018,hal-01909483
10.5194/bg-15-3277-2018,
10.5194/bg-15-3421-2018,hal-02900810
10.5194/bg-15-3521-2018,
10.5194/bg-15-3625-2018,hal-02104411
10.5194/bg-15-4459-2018,hal-02374028
10.5194/bg-15-4661-2018,hal-02382546
10.5194/bg-15-4711-2018,hal-01876905
10.5194/bg-15-4711-2018-corrigendum,hal-02094266
10.5194/bg-15-7097-2018,hal-02511162
10.5194/bg-15-91-2018,hal-01806808
10.5194/bg-16-117-2019,hal-02864945
10.5194/bg-16-135-2019,hal-02903069
10.5194/bg-16-1505-2019,hal-02974692
10.5194/bg-16-1583-2019,hal-02374777
10.5194/bg-16-2343-2019,hal-02165633
10.5194/bg-16-2369-2019,hal-02165760
10.5194/bg-16-275-2019,hal-02899824
10.5194/bg-16-3543-2019,cea-02316815
10.5194/bg-16-3883-2019,hal-02973923
10.5194/bg-16-4613-2019,hal-02464804
10.5194/bg-16-57-2019,
10.5194/bg-16-643-2019,hal-02974728
10.5194/bg-16-881-2019,hal-02058835
10.5194/bg-16-917-2019,
10.5194/bg-2015-632,
10.5194/bg-2016-17,
10.5194/bg-2016-374,hal-01498575
10.5194/bg-2018-308,hal-02284339
10.5194/bg-2019-298,hal-02453499
10.5194/bg-2019-73,hal-02107606
10.5194/bgd-12-13311-2015,
10.5194/bgd-12-14049-2015,hal-01187676
10.5194/bgd-12-19941-2015,hal-01630337
10.5194/bgd-12-9393-2015,
10.5194/cp-11-1467-2015,insu-01320996
10.5194/cp-11-1507-2015,hal-01453043
10.5194/cp-11-1527-2015,hal-01259465
10.5194/cp-11-1673-2015,
10.5194/cp-11-1751-2015,hal-01261308
10.5194/cp-11-355-2015,in2p3-01148166
10.5194/cp-11-403-2015,hal-01214361
10.5194/cp-11-959-2015,insu-01203665
10.5194/cp-12-1-2016,hal-01320229
10.5194/cp-12-1101-2016,hal-01525937
10.5194/cp-12-1389-2016,hal-01357199
10.5194/cp-12-1401-2016,cea-01340141
10.5194/cp-12-1693-2016,hal-01382544
10.5194/cp-12-1933-2016,hal-01587491
10.5194/cp-12-2061-2016,hal-01587574
10.5194/cp-12-273-2016,hal-01444055
10.5194/cp-12-729-2016,insu-01387534
10.5194/cp-13-1259-2017,
10.5194/cp-13-1515-2017,hal-01789789
10.5194/cp-13-1609-2017,
10.5194/cp-13-17-2017,hal-01485283
10.5194/cp-13-1815-2017,
10.5194/cp-13-201-2017,
10.5194/cp-13-217-2017,
10.5194/cp-13-249-2017,hal-01681535
10.5194/cp-13-473-2017,
10.5194/cp-13-61-2017,
10.5194/cp-13-729-2017,hal-01584277
10.5194/cp-13-759-2017,hal-01584174
10.5194/cp-13-833-2017,hal-01584118
10.5194/cp-14-1315-2018,hal-02407248
10.5194/cp-14-1405-2018,hal-02358183
10.5194/cp-14-1463-2018,hal-02975965
10.5194/cp-14-193-2018,hal-02976279
10.5194/cp-14-239-2018,hal-01806708
10.5194/cp-14-515-2018,hal-01806818
10.5194/cp-14-751-2018,hal-02321893
10.5194/cp-14-923-2018,hal-02976236
10.5194/cp-15-1187-2019,insu-02182768
10.5194/cp-15-1223-2019,hal-02328216
10.5194/cp-15-1557-2019,
10.5194/cp-15-661-2019,
10.5194/cp-15-997-2019,hal-03018647
10.5194/cp-2015-165,hal-01585011
10.5194/cp-2015-187,hal-01585012
10.5194/esd-10-271-2019,hal-02902938
10.5194/esd-10-365-2019,
10.5194/esd-10-379-2019,hal-02349977
10.5194/esd-10-555-2019,hal-02895042
10.5194/esd-6-435-2015,hal-01805262
10.5194/esd-6-447-2015,hal-01805264
10.5194/esd-7-167-2016,
10.5194/esd-7-517-2016,cea-01493854
10.5194/esd-7-813-2016,hal-01408919
10.5194/esd-8-235-2017,hal-02922293
10.5194/esd-8-369-2017,hal-01584227
10.5194/esd-8-577-2017,hal-01584144
10.5194/esd-9-119-2018,ird-01763011
10.5194/esd-9-313-2018,ird-01763026
10.5194/esd-9-459-2018,
10.5194/esd-9-849-2018,
10.5194/essd-10-1-2018,hal-01806820
10.5194/essd-10-1265-2018,hal-02903430
10.5194/essd-10-1687-2018,
10.5194/essd-10-2015-2018,
10.5194/essd-10-2141-2018,hal-01951197
10.5194/essd-10-219-2018,hal-02900969
10.5194/essd-10-405-2018,hal-01816835
10.5194/essd-10-919-2018,insu-01802135
10.5194/essd-11-1411-2019,hal-02899497
10.5194/essd-11-175-2019,hal-02974744
10.5194/essd-11-1783-2019,hal-02519260
10.5194/essd-11-441-2019,hal-02974694
10.5194/essd-11-687-2019,hal-02899696
10.5194/essd-7-157-2015,hal-01805164
10.5194/essd-7-349-2015,hal-01245527
10.5194/essd-7-47-2015,hal-01150560
10.5194/essd-8-605-2016,hal-01491798
10.5194/essd-8-697-2016,hal-02317451
10.5194/essd-9-31-2017,
10.5194/essd-9-679-2017,halshs-01714588
10.5194/esurf-5-199-2017,hal-01878839
10.5194/gi-4-121-2015,hal-01806171
10.5194/gi-4-89-2015,hal-01090599
10.5194/gmd-10-1175-2017,
10.5194/gmd-10-1199-2017,
10.5194/gmd-10-1403-2017,hal-01584200
10.5194/gmd-10-1467-2017,hal-01507392
10.5194/gmd-10-19-2017,hal-01470129
10.5194/gmd-10-2009-2017,hal-01584139
10.5194/gmd-10-2169-2017,hal-01584203
10.5194/gmd-10-2303-2017,
10.5194/gmd-10-2397-2017,
10.5194/gmd-10-271-2017,hal-01487927
10.5194/gmd-10-2925-2017,hal-01579380
10.5194/gmd-10-3255-2017,insu-01663171
10.5194/gmd-10-3329-2017,
10.5194/gmd-10-3359-2017,insu-01649782
10.5194/gmd-10-3661-2017,insu-01567314
10.5194/gmd-10-3745-2017,hal-01625449
10.5194/gmd-10-3821-2017,hal-01629420
10.5194/gmd-10-3979-2017,hal-02181006
10.5194/gmd-10-4005-2017,hal-01757261
10.5194/gmd-10-4035-2017,hal-02328464
10.5194/gmd-10-425-2017,
10.5194/gmd-10-4321-2017,hal-02922298
10.5194/gmd-10-4693-2017,hal-02922334
10.5194/gmd-10-639-2017,insu-01488608
10.5194/gmd-10-85-2017,hal-01492602
10.5194/gmd-10-889-2017,hal-02902796
10.5194/gmd-11-1033-2018,hal-01806787
10.5194/gmd-11-121-2018,hal-01806766
10.5194/gmd-11-1421-2018,hal-01806877
10.5194/gmd-11-2111-2018,hal-02374053
10.5194/gmd-11-2249-2018,hal-02900968
10.5194/gmd-11-2393-2018,hal-02976242
10.5194/gmd-11-2563-2018,hal-02324028
10.5194/gmd-11-3109-2018,hal-02951111
10.5194/gmd-11-321-2018,hal-01708472
10.5194/gmd-11-3279-2018,hal-01898935
10.5194/gmd-11-3537-2018,hal-02827168
10.5194/gmd-11-3587-2018,hal-02407250
10.5194/gmd-11-3659-2018,hal-02369134
10.5194/gmd-11-3903-2018,
10.5194/gmd-11-409-2018,hal-01714629
10.5194/gmd-11-4469-2018,
10.5194/gmd-11-4489-2018,hal-02944443
10.5194/gmd-11-453-2018,hal-02976284
10.5194/gmd-11-4537-2018,hal-01983410
10.5194/gmd-11-4711-2018,hal-02374034
10.5194/gmd-11-4739-2018,hal-02398291
10.5194/gmd-11-4779-2018,hal-02374045
10.5194/gmd-11-497-2018,insu-01719357
10.5194/gmd-11-5003-2018,hal-02376298
10.5194/gmd-11-5027-2018,
10.5194/gmd-11-5203-2018,hal-02975841
10.5194/gmd-11-593-2018,
10.5194/gmd-11-771-2018,hal-01744095
10.5194/gmd-11-937-2018,hal-01806717
10.5194/gmd-12-1029-2019,insu-02101108
10.5194/gmd-12-1119-2019,hal-02865112
10.5194/gmd-12-2091-2019,hal-02171978
10.5194/gmd-12-2215-2019,hal-02392743
10.5194/gmd-12-2481-2019,hal-02328234
10.5194/gmd-12-2657-2019,hal-02052791
10.5194/gmd-12-2961-2019,hal-02332525
10.5194/gmd-12-3503-2019,hal-02276177
10.5194/gmd-12-3649-2019,hal-02273527
10.5194/gmd-12-4627-2019,hal-02404599
10.5194/gmd-12-4751-2019,hal-02398529
10.5194/gmd-12-723-2019,hal-02902932
10.5194/gmd-12-805-2019,
10.5194/gmd-2018-216,hal-02324406
10.5194/gmd-8-129-2015,hal-01806661
10.5194/gmd-8-1321-2015,insu-01204878
10.5194/gmd-8-1461-2015,hal-01222412
10.5194/gmd-8-1473-2015,insu-01204928
10.5194/gmd-8-1525-2015,hal-01806214
10.5194/gmd-8-1563-2015,hal-01806216
10.5194/gmd-8-1709-2015,hal-01557272
10.5194/gmd-8-2035-2015,hal-01196479
10.5194/gmd-8-2139-2015,hal-01806128
10.5194/gmd-8-2263-2015,insu-01234949
10.5194/gmd-8-2285-2015,hal-01806132
10.5194/gmd-8-2315-2015,hal-01806134
10.5194/gmd-8-2465-2015,hal-01496516
10.5194/gmd-8-2749-2015,hal-01131423
10.5194/gmd-8-3131-2015,hal-01266387
10.5194/gmd-8-3621-2015,hal-01805253
10.5194/gmd-8-485-2015,hal-01806242
10.5194/gmd-8-603-2015,hal-01806245
10.5194/gmd-9-1523-2016,hal-01587536
10.5194/gmd-9-1747-2016,
10.5194/gmd-9-1827-2016,hal-01339121
10.5194/gmd-9-223-2016,hal-01587388
10.5194/gmd-9-2563-2016,hal-01587529
10.5194/gmd-9-2701-2016,insu-01368011
10.5194/gmd-9-2809-2016,hal-01390686
10.5194/gmd-9-2853-2016,hal-01587520
10.5194/gmd-9-2951-2016,hal-01587561
10.5194/gmd-9-2973-2016,
10.5194/gmd-9-3137-2016,hal-01587518
10.5194/gmd-9-3231-2016,hal-01491453
10.5194/gmd-9-3321-2016,hal-01587425
10.5194/gmd-9-3569-2016,hal-01587455
10.5194/gmd-9-3993-2016,
10.5194/gmd-9-4019-2016,
10.5194/gmd-9-4381-2016,
10.5194/gmd-9-4461-2016,hal-01587533
10.5194/gmd-9-841-2016,hal-01587538
10.5194/gmd-9-857-2016,hal-01587289
10.5194/hess-20-1031-2016,hal-01587539
10.5194/hess-20-2467-2016,hal-01587511
10.5194/hess-20-2691-2016,hal-01587501
10.5194/hess-20-2975-2016,
10.5194/hess-20-3651-2016,hal-01388009
10.5194/hess-21-1455-2017,hal-02165378
10.5194/hess-21-1693-2017,
10.5194/hess-21-2701-2017,
10.5194/hess-21-3183-2017,
10.5194/hess-21-5357-2017,hal-02964525
10.5194/hess-22-3175-2018,hal-02324032
10.5194/hess-22-3863-2018,hal-02398295
10.5194/hess-22-5463-2018,hal-01919559
10.5194/hess-22-5919-2018,hal-02323945
10.5194/hess-23-1245-2019,
10.5194/hess-23-773-2019,hal-02323804
10.5194/isprs-archives-xlii-3-w6-403-2019,hal-02420462
10.5194/isprsarchives-xl-7-w3-165-2015,hal-01805139
10.5194/nhess-15-1331-2015,hal-01226536
10.5194/nhess-15-203-2015,hal-01146451
10.5194/nhess-19-821-2019,hal-02121176
10.5194/nhess-19-907-2019,insu-02106820
10.5194/npg-24-393-2017,hal-01584241
10.5194/npg-24-713-2017,hal-02886524
10.5194/os-11-323-2015,hal-01244753
10.5194/os-11-965-2015,hal-01805211
10.5194/os-12-257-2016,
10.5194/osd-12-2007-2015,
10.5194/piahs-367-237-2015,cea-02610592
10.5194/sd-20-13-2015,hal-01805147
10.5194/soil-2019-43,cea-02812441
10.5194/soil-5-333-2019,cea-02449258
10.5194/tc-10-1647-2016,hal-01587402
10.5194/tc-10-1721-2016,hal-01587094
10.5194/tc-10-179-2016,insu-01388162
10.5194/tc-10-2415-2016,hal-01398029
10.5194/tc-10-837-2016,insu-01388903
10.5194/tc-11-1733-2017,
10.5194/tc-11-1797-2017,hal-01579126
10.5194/tc-11-2345-2017,
10.5194/tc-11-2427-2017,hal-02395950
10.5194/tc-11-2727-2017,
10.5194/tc-11-343-2017,
10.5194/tc-12-1433-2018,hal-01806753
10.5194/tc-12-169-2018,hal-01806796
10.5194/tc-12-1745-2018,hal-01806720
10.5194/tc-12-325-2018,hal-01806745
10.5194/tc-12-3409-2018,
10.5194/tc-12-3827-2018,
10.5194/tc-13-1297-2019,hal-02864992
10.5194/tc-13-1441-2019,hal-02975117
10.5194/tc-13-2133-2019,hal-02974056
10.5194/tc-13-281-2019,hal-02367150
10.5194/tc-13-3023-2019,hal-02566536
10.5194/tc-13-373-2019,hal-02328292
10.5194/tc-9-1343-2015,insu-01285017
10.5194/tc-9-1481-2015,insu-01275292
10.5194/tc-9-1633-2015,insu-01286552
10.5194/tc-9-821-2015,hal-01806227
10.5195/errs.2016.381,
10.5195/errs.2016.384,
10.5209/crla.56769,
10.5209/rev_arab.2015.v15.n3.48619,
10.5213/inj.1732686.343,hal-02558654
10.5220/0005147202250231,
10.5220/0005408300170025,
10.5220/0005409203350341,
10.5220/0005435702600267,
10.5220/0005807801860193,hal-01586445
10.5220/0006196601190126,
10.5220/0006425501040115,hal-02177711
10.5220/0006477001070117,
10.5220/0006530202950300,
10.5220/0006580803020309,
10.5220/0006788502900295,hal-02861692
10.5220/0006931700750083,
10.5220/0006935400960107,
10.5220/0007566908920900,hal-02048500
10.5220/0007808900230033,
10.5220/0007831002390246,
10.5271/sjweh.3380,
10.5271/sjweh.3485,
10.5271/sjweh.3503,
10.5271/sjweh.3513,
10.5271/sjweh.3587,
10.5271/sjweh.3594,
10.5271/sjweh.3654,
10.5271/sjweh.3712,
10.5271/sjweh.3717,hal-02051513
10.5271/sjweh.3718,inserm-02468263
10.5271/sjweh.3748,inserm-02468270
10.5271/sjweh.3767,hal-02361876
10.5271/sjweh.3855,
10.5281/zenodo.1487511,halshs-01942700
10.5281/zenodo.2594694,hal-02177676
10.5281/zenodo.805725,
10.5301/ejo.5000779,
10.5301/ejo.5000830,
10.5301/ejo.5000952,
10.5301/ejo.5001002,
10.5301/ejo.5001043,
10.5334/aogh.2779,
10.5334/dsj-2016-002,insu-01324449
10.5334/ijic.3297,
10.5414/alx01756,
10.5414/alx02047,
10.5414/alx02084a,
10.5414/alx02096,
10.5414/alx02147e,
10.5414/alx02166e,
10.5441/002/edbt.2016.71,
10.5441/002/edbt.2016.85,
10.5441/002/edbt.2016.89,hal-01417793
10.5441/002/edbt.2018.82,
10.5441/002/edbt.2019.14,
10.5441/002/edbt.2019.67,
10.5488/cmp.20.33005,
10.5547/01956574.38.2.fkar,
10.5578/tt.66913,hal-02314903
10.5603/ait.2017.0081,
10.5603/ait.a2017.0072,
10.5670/oceanog.2015.08,
10.5670/oceanog.2016.94,hal-01444295
10.5705/ss.2013.167,
10.5751/es-08208-210144,
10.5751/es-08376-210234,
10.5752/p.2175-5841.2019v17n52p15,
10.5772/65874,hal-01507520
10.5802/ahl.23,hal-02171827
10.5802/aif.2936,
10.5802/aif.3263,
10.5802/alco.40,hal-01794943
10.5802/msia.9,
10.5802/slsedp.112,hal-02173700
10.5840/philtoday2016114138,
10.5853/jos.2018.00192,
10.5853/jos.2018.00192.e1,hal-02612406
10.5935/0103-507x.20180063,
10.5993/ajhb.42.1.9,
10.6016/zdravvestn.2702,
10.6092/issn.1825-9618/5275,
10.6890/ijge.201903_13(1).0005,
10.7146/torture.v29i2.114013,
10.7149/opa.48.3.185,insu-01214294
10.7150/thno.46123,
10.7153/oam-10-55,
10.7175/rhc.v6i2.1171,
10.7202/1030390ar,hal-02350529
10.7202/1036974ar,
10.7202/1037402ar,hal-01338819
10.7202/1039838ar,
10.7202/1040160ar,
10.7202/1040897ar,hal-03010056
10.7202/1042663ar,hal-02109435
10.7202/1044116ar,
10.7202/1051672ar,hal-02350528
10.7202/1058166ar,hal-02348984
10.7202/1059181ar,hal-02370587
10.7202/1066478ar,
10.7326/l17-0314,
10.7326/m18-1323,
10.7326/m20-0529,
10.7326/m20-2428,
10.7440/res58.2016.09,
10.7440/res59.2017.12,
10.7448/ias.17.1.18977,
10.7448/ias.18.5.20338,
10.7448/ias.18.5.20472,
10.7448/ias.19.1.20095,hal-01270593
10.7448/ias.19.1.20913,hal-01331185
10.7554/elife.06541,
10.7554/elife.54493,
10.7566/jpsj.88.124701,hal-03043597
10.7567/apex.8.025001,hal-01319871
10.7712/120119.6958.19630,
10.7712/120119.7119.19577,
10.7717/peerj.6896,
10.7717/peerj.6898,
10.7727/wimj.2016.216,
10.7763/ijmo.2019.v9.730,hal-02421115
10.7818/ecos.2017.26-3.12,hal-02903795
10.7860/jcdr/2016/17805.7428,
10.7863/ultra.34.5.829,hal-02573686
10.9767/bcrec.13.2.1749.386-392,
10.9767/bcrec.14.2.3054.427-435,
10.9789/2176-7017.2016.v8i1.p.172-196,
,cea-01493075
,cea-01494242
,cea-01564512
,cea-01612950
,cea-02327920
,cea-02327927
,cea-02327941
,cea-02328229
,cea-02329444
,cea-02331789
,cea-02331824
,cea-02332799
,cea-02340016
,cea-02340911
,cea-02340953
,cea-02346105
,cea-02346115
,cea-02350403
,cea-02356679
,cea-02358547
,cea-02400199
,cea-02431818
,cea-02489489
,cea-02499895
,cea-02509741
,cea-02513319
,cea-02614129
,cea-02641207
,cea-02641213
,cea-02647955
,cea-02647985
,cea-02648005
,cea-02648052
,cea-02648081
,cea-02648114
,cea-02648134
,cea-02648168
,cea-02648206
,cea-02659766
,cea-02666761
,cea-02666796
,cea-02666831
,cea-02666844
,cea-02666867
,cea-02666875
,cea-02666912
,cea-02666944
,cea-02666960
,cea-02666975
,cea-02667024
,cea-02667070
,cea-02667084
,cea-02667174
,cea-02667198
,cea-02667246
,cea-02669093
,cea-02669143
,cea-02669170
,cea-02669217
,cea-02669247
,cea-02673788
,cea-02674006
,cea-02674181
,cea-02674383
,cea-02674466
,cea-02674654
,hal-00557558
,hal-00843250
,hal-00996823
,hal-01110518
,hal-01112284
,hal-01113902
,hal-01114084
,hal-01114115
,hal-01114117
,hal-01127652
,hal-01130255
,hal-01130473
,hal-01131038
,hal-01133755
,hal-01137355
,hal-01137764
,hal-01137778
,hal-01137818
,hal-01137954
,hal-01137973
,hal-01138304
,hal-01138380
,hal-01138872
,hal-01142231
,hal-01144164
,hal-01151973
,hal-01154590
,hal-01155061
,hal-01156523
,hal-01156585
,hal-01157848
,hal-01162334
,hal-01162477
,hal-01167055
,hal-01169634
,hal-01169971
,hal-01170537
,hal-01172443
,hal-01174800
,hal-01176189
,hal-01176500
,hal-01176512
,hal-01176539
,hal-01176544
,hal-01178257
,hal-01178262
,hal-01178263
,hal-01178684
,hal-01179047
,hal-01182352
,hal-01182894
,hal-01186009
,hal-01193070
,hal-01193072
,hal-01194401
,hal-01198257
,hal-01199034
,hal-01199465
,hal-01199520
,hal-01205214
,hal-01211149
,hal-01214113
,hal-01226428
,hal-01228846
,hal-01229544
,hal-01236334
,hal-01237291
,hal-01237887
,hal-01240212
,hal-01241680
,hal-01241876
,hal-01244959
,hal-01251957
,hal-01252011
,hal-01252051
,hal-01253138
,hal-01258437
,hal-01258987
,hal-01259451
,hal-01267736
,hal-01270187
,hal-01274422
,hal-01274499
,hal-01274501
,hal-01283707
,hal-01283708
,hal-01283852
,hal-01286344
,hal-01289023
,hal-01290121
,hal-01291071
,hal-01293369
,hal-01296448
