journal_full_title,2015,2016,2017,2018,2019,2020,issn,issn_print,issn_electronic,issn_l
Austin Journal of Clinical Neurology,,,1254.06,,,,2381-9154,,,2381-9154
Central European Journal of Immunology,,,119.0,,,,1426-3912,1426-3912,,1426-3912
Journal of Osteoporosis and Physical Activity,,,245.72,,,,2329-9509,,2329-9509,2329-9509
Bioenergetics: Open Access,,,2354.5,,,,2167-7662,,2167-7662,2167-7662
JBJS Open Access,,,1950.93,,,,2472-7245,2472-7245,,2472-7245
JCSM Clinical Reports,,,535.5,756.3,,,2521-3555,,2521-3555,2521-3555
Research and Review Insights,,,1098.77,,,,2515-2637,,2515-2637,2515-2637
INTERNATIONAL JOURNAL OF GENDER & WOMEN'S STUDIES,,,218.07,,,,2333-6021,2333-6021,2333-603X,2333-6021
Electronic Journal of Statistics,,,559.06,,,,1935-7524,,1935-7524,1935-7524
JRSM Cardiovascular Disease,,,1259.23,2017.0,571.0,,2048-0040,2048-0040,2048-0040,2048-0040
Journal of Healthcare Engineering,,,1409.15,1623.68,2012.14,,2040-2295,2040-2295,2040-2309,2040-2295
Journal of Yoga and Physiotherapy,,,602.09,,,,2476-1303,,,2476-1303
Open Geosciences,,,833.0,2017.0,1190.0,,2391-5447,,2391-5447,2391-5447
Parasite,900.0,1088.8,1071.0,895.5,,,1776-1042,,1776-1042,1252-607X
Journal of International Medical Research,,,3501.0,2017.0,2534.83,,0300-0605,0300-0605,1473-2300,0300-0605
JMM Case Reports,415.5,2015.0,269.55,,,,2053-3721,,2053-3721,2053-3721
Journal of Nanomedicine & Nanotechnology,2447.0,,,,,,2157-7439,,2157-7439,2157-7439
Journal of Molecular Biomarkers & Diagnosis,1691.67,,,,,,2155-9929,,2155-9929,2155-9929
Journal of Hematology & Thromboembolic Diseases,1367.0,2015.0,1819.0,,,,2329-8790,,2329-8790,2329-8790
Analytical Cellular Pathology,1352.5,2015.0,2015.0,2015.0,1324.18,,2210-7177,2210-7177,2210-7185,2210-7177
Basic and Clinical Andrology,1245.0,2015.0,2015.0,1674.25,,,2051-4190,,,2051-4190
American Journal of Translational Research,1229.87,1828.79,,,,,1943-8141,,1943-8141,1943-8141
Journal of Cancer Research and Therapeutic Oncology,752.0,,,,,,2332-2403,,2332-2403,2332-2403
Journal of Pharmacogenomics & Pharmacoproteomics,690.0,,,,,,2153-0645,,2153-0645,2153-0645
International Journal of Waste Resources,682.96,,,,,,2252-5211,,2252-5211,2252-5211
World Journal of Nano Science and Engineering,623.0,,,,,,2161-4954,2161-4954,2161-4962,2161-4954
Antibodies,275.4,2015.0,2015.0,319.0,177.0,,2073-4468,,2073-4468,2073-4468
International Journal of Environmental Monitoring and Analysis,247.0,,,,,,2328-7659,2328-7659,,2328-7667
Medicinal Chemistry,1226.67,,,,,,2161-0444,,2161-0444,2161-0444
The Journal of Infection in Developing Countries,202.0,2015.0,2015.0,357.0,,,1972-2680,2036-6590,1972-2680,1972-2680
International Journal of Immunotherapy and Cancer Research,1549.0,,,,,,2455-8591,,2455-8591,2455-8591
International Journal of advanced research in Science and technology,3150.0,,,,,,2320-1126,2319-1783,2320-1126,2319-1783
Journal of Cancer Epidemiology,732.11,,,,,,1687-8558,1687-8558,1687-8566,1687-8558
Journal of Hydrology and Hydromechanics,247.0,2015.0,412.5,2015.0,511.7,,0042-790X,,0042-790X,0042-790X
European Journal of Translational Myology,,,416.5,,,,2037-7460,2037-7452,2037-7460,2037-7452
American Journal of Operations Research,821.0,,,,,,2160-8830,2160-8830,2160-8849,2160-8830
Cell Biology & Cell Metabolism,1561.5,,,,,,2381-1943,,2381-1943,2381-1943
Journal of Data Mining in Genomics & Proteomics,1412.67,,,,,,2153-0602,,2153-0602,2153-0602
Journal of Clinical Case Reports,1105.88,2015.0,2015.0,2200.99,,,2165-7920,,2165-7920,2165-7920
Materials Sciences and Applications,842.13,2015.0,794.22,,,,2153-117X,2153-117X,2153-1188,2153-117X
Geoscience Letters,840.0,2015.0,719.57,,,,2196-4092,,2196-4092,2196-4092
Journal of Infectious Diseases and Therapy,819.92,,,,,,2332-0877,,2332-0877,2332-0877
Open Journal of Soil Science,649.33,,,,,,2162-5360,2162-5360,2162-5379,2162-5360
Crystal Structure Theory and Applications,633.4,,,,,,2169-2491,2169-2491,2169-2505,2169-2491
International Journal of Applied Microbiology and Biotechnology Research,227.5,,,,,,2053-1818,,,2053-1818
Universal Journal of Materials Science,178.0,,,,,,2331-6691,2331-6691,2331-6705,2331-6705
Journal of Biomaterials and Nanobiotechnology,999.0,,,,,,2158-7027,2158-7027,2158-7043,2158-7027
Journal of Human Kinetics,250.0,2015.0,302.145,2015.0,297.5,,1899-7562,,1899-7562,1640-5544
JMIR Public Health and Surveillance,,,1549.635,1453.706666666667,1060.1875,,2369-2960,,2369-2960,2369-2960
JMIR Formative Research,,,1361.67,1555.84,1808.1985714285715,,2561-326X,,2561-326X,2561-326X
Trauma Surgery & Acute Care Open,,,1489.87,2017.0,1049.66,,2397-5776,,2397-5776,2397-5776
Biochemistry Research International,,,849.55,,,,2090-2247,2090-2247,2090-2255,2090-2247
Journal of Women's Health and Gynecology,,,663.69,,,,2379-6715,,,2379-6715
JMIR Cancer,,,1528.986666666667,1584.8175,,,2369-1999,,2369-1999,2369-1999
Asia-Pacific Science Education,,,,520.0,,,2364-1177,,2364-1177,2364-1177
Geburtshilfe und Frauenheilkunde,,,,1487.5,,,0016-5751,0016-5751,1438-8804,0016-5751
Environments,,,,226.55666666666667,519.9666666666667,,2076-3298,,2076-3298,2076-3298
Trauma Case Reports,,,814.0550000000002,2017.0,714.0,,2352-6440,2352-6440,,2352-6440
Journal of Translational Science,,,2070.45,,,,2059-268X,,2059-268X,2059-268X
Archives of Medical Science,,,595.0,1002.92,1900.0,,1734-1922,1734-1922,,1734-1922
International Journal of Corporate Social Responsibility,,,952.0,2017.0,761.6,,2366-0066,2366-0066,2366-0074,2366-0074
Case Reports in Dentistry,,,,563.25,498.185,,2090-6447,2090-6447,2090-6455,2090-6455
Biochimie Open,259.2,,,,,,2214-0085,2214-0085,,2214-0085
npj Systems Biology and Applications,,,2380.988,2066.5125000000007,,,2056-7189,,2056-7189,2056-7189
Food and Nutrition Sciences,,,1127.06,,,,2157-944X,2157-944X,2157-9458,2157-944X
Journal of Environmental Analytical Chemistry,1169.14,,,,,,2380-2391,,2380-2391,2380-2391
Journal of Pollution Effects & Control,637.31,,,,,,2375-4397,,2375-4397,2375-4397
Czech Journal of Food Sciences,,223.79,,,,,1212-1800,1212-1800,1805-9317,1212-1800
Nanomaterials and Nanotechnology,,903.9,2016.0,996.97,,,1847-9804,1847-9804,1847-9804,1847-9804
Ceramics - Silikaty,,,348.33333333333326,2017.0,476.0,,0862-5468,0862-5468,1804-5847,0862-5468
Genome Integrity,,,1283.3733333333332,,,,2041-9414,2041-9414,,2041-9414
Smart Homecare Technology and TeleHealth,,,1575.4699999999998,,,,2253-1564,,2253-1564,2253-1564
Health Information Science and Systems,,,1297.29,,,,2047-2501,,2047-2501,2047-2501
Journal of Energy,,,490.8,765.86,,,2356-735X,2356-735X,2314-615X,2314-615X
Journal of Cancer Therapy,,,1107.85,,,,2151-1934,2151-1934,2151-1942,2151-1934
Security and Communication Networks,,,1774.525,2017.0,1861.94,,1939-0114,1939-0114,1939-0122,1939-0122
Journal of Micropalaeontology,,,377.545,1398.4875,1233.6333333333332,,0262-821X,0262-821X,2041-4978,0262-821X
Chronic Respiratory Disease,,,1107.48,947.275,1003.94,,1479-9723,1479-9723,1479-9731,1479-9723
Case Studies in Construction Materials,,,,541.0274999999998,,,2214-5095,2214-5095,,2214-5095
Higher Education Pedagogies,,,1094.42,871.61,,,2375-2696,,2375-2696,2375-2696
"Clinical, Cosmetic and Investigational Dermatology",,,1510.68,2017.0,1882.58,,1178-7015,,1178-7015,1178-7015
IEEE Journal of Translational Engineering in Health and Medicine,,,1814.21,1623.86,,,2168-2372,,2168-2372,2168-2372
Computational Psychiatry,,,2626.5725,2581.9166666666665,,,2379-6227,,2379-6227,2379-6227
"Catalysis, Structure & Reactivity",,,617.48,,,,2055-074X,2055-074X,2055-0758,2055-0758
ClinicoEconomics and Outcomes Research,,,1438.84,,,,1178-6981,,1178-6981,1178-6981
SAGE Open Medical Case Reports,,,585.6866666666666,398.495,699.0,,2050-313X,2050-313X,2050-313X,2050-313X
"Diabetes, Metabolic Syndrome and Obesity: Targets and Therapy",,,,2034.16,,,1178-7007,,1178-7007,1178-7007
BJHS Themes,,,2210.383333333333,,,,2058-850X,2058-850X,2056-354X,2056-354X
npj Science of Learning,,,2953.62,2146.895,2777.67,,2056-7936,,2056-7936,2056-7936
ESMO Open,,,545.04,,,,2059-7029,,2059-7029,2059-7029
Healthcare,,296.0,322.3,,,,2227-9032,,2227-9032,2227-9032
Australasian Medical Journal,,,1778.9,,,,1836-1935,,1836-1935,1836-1935
Journal of Blood Medicine,,,840.13,1054.9233333333334,,,1179-2736,,1179-2736,1179-2736
Laboratory Phonology: Journal of the Association for Laboratory Phonology,,,395.63,,,,1868-6354,,1868-6354,1868-6346
Epilepsia Open,,,1096.83,,,,2470-9239,,,2470-9239
AIMS Public Health,,,,197.41,,,2327-8994,2327-8994,,2327-8994
Journal of Software Engineering Research and Development,,,673.85,,,,2195-1721,,2195-1721,2195-1721
"Journal of Natural Science, Biology and Medicine",,,533.84,,,,0976-9668,0976-9668,,0976-9668
International Journal of Comparative Literature and Translation Studies,,,125.06,,,,2202-9451,,2202-9451,2202-9451
Journal of Therapeutic Ultrasound,,,,1602.52,,,2050-5736,,2050-5736,2050-5736
Journal of Clinical Movement Disorders,,,1573.47,,,,2054-7072,,2054-7072,2054-7072
COPD Research and Practice,,,1587.72,,,,2054-9040,,2054-9040,2054-9040
Lupus Science & Medicine,,,1940.14,1107.68,,,2053-8790,,2053-8790,2053-8790
Respiratory Medicine Case Reports,,,441.17,,,,2213-0071,2213-0071,,2213-0071
Frontiers in Cardiovascular Medicine,,,1604.86,1059.6616666666666,1603.8822222222227,1900.48,2297-055X,,2297-055X,2297-055X
Journal of Nanotechnology,,,,1006.9,,,1687-9503,1687-9503,1687-9511,1687-9503
International Scholarly Research Notices,,,623.29,,,,2356-7872,,2356-7872,2356-7872
International Journal of Biomaterials,,,1076.1,1112.44,,,1687-8787,1687-8787,1687-8795,1687-8787
Diabetes Therapy,,,5700.2,2732.55,3006.46,,1869-6953,1869-6953,1869-6961,1869-6961
International Journal of Surgery Oncology,,,1026.7715384615383,2017.0,514.39,,2471-3864,2471-3864,,2471-3864
npj 2D Materials and Applications,,,2428.6475,2616.0,,,2397-7132,,2397-7132,2397-7132
Applied Bionics and Biomechanics,,,1215.7025,1195.95,,,1176-2322,1176-2322,1754-2103,1176-2322
International Journal of Inflammation,,,1070.31,,,,2090-8040,2090-8040,2042-0099,2042-0099
Journal of Developmental Biology,,,267.49,288.7375,,,2221-3759,,2221-3759,2221-3759
npj Genomic Medicine,,,3117.8675,,,,2056-7944,,2056-7944,2056-7944
npj Breast Cancer,,,2555.0,2145.31,,,2374-4677,,2374-4677,2374-4677
npj Vaccines,,,2959.5679999999998,2895.228,1475.6,,2059-0105,,2059-0105,2059-0105
Journal of Pregnancy,,,786.4300000000002,,,,2090-2727,2090-2727,2090-2735,2090-2727
Cancer Informatics,,,1544.05,,,,1176-9351,1176-9351,1176-9351,1176-9351
"Animal Husbandry, Dairy and Veterinary Science",,,,471.36,,,2513-9304,,2513-9304,2513-9304
Journal of Innovative Optical Health Sciences,,,579.11,,,,1793-5458,1793-5458,1793-7205,1793-7205
Climate Services,,,963.2966666666667,942.51,,,2405-8807,2405-8807,,2405-8807
STEM CELLS Translational Medicine,,,1398.74,1304.25,1303.99,,2157-6564,,,2157-6564
Global Mental Health,,,1451.34,,,,2054-4251,,2054-4251,2054-4251
Cogent Food & Agriculture,,,,605.5550000000002,,,2331-1932,,2331-1932,2331-1932
Water Resources and Rural Development,,,3989.64,,,,2212-6082,2212-6082,,2212-6082
STAR: Science & Technology of Archaeological Research,,,1116.95,1630.3,,,2054-8923,,2054-8923,2054-8923
Cognitive Research: Principles and Implications,,,1107.47,1298.04,1161.44,,2365-7464,,2365-7464,2365-7464
Network Neuroscience,,,1843.12,2017.0,1740.342,,2472-1751,,2472-1751,2472-1751
Research Ethics,,,273.72,,,,1747-0161,1747-0161,2047-6094,1747-0161
International Journal of Water and Wastewater Treatment,,,796.17,,,,2381-5299,,2381-5299,2381-5299
Acta Ortopédica Brasileira,,,628.13,,,,1413-7852,,1413-7852,1413-7852
Journal of Marine Biology and Aquaculture,,,286.31,,,,2381-0750,,2381-0750,2381-0750
"Journal of Analytical, Bioanalytical and Separation Techniques",,,676.44,,,,2476-1869,,2476-1869,2476-1869
Neuropsychiatry,,,519.0,,,,1758-2008,,1758-2008,1758-2008
Pacific Journal of Mathematics for Industry,,,826.0,,,,2198-4115,,2198-4115,2198-4115
The Open Public Health Journal,,,800.0,1045.81,,,1874-9445,1874-9445,,1874-9445
Proteomes,,,350.0,2017.0,418.975,,2227-7382,,2227-7382,2227-7382
Advances in Astrophysics,,,225.0,,,,2415-6450,2415-6450,2415-6469,2415-6450
Human Genetics & Embryology,,,2254.9,,,,2161-0436,,2161-0436,2161-0436
Hospice and Palliative Medicine International Journal,,,448.0,,,,2576-4497,,2576-4497,2576-4497
Advances in Ophthalmology & Visual System,,,699.0,,,,2377-4290,,2377-4290,2377-4290
Therapeutic Advances in Gastroenterology,,,1689.73,,,,1756-2848,1756-2848,1756-2848,1756-283X
Epilepsy & Behavior Case Reports,,,448.53,,,,2213-3232,2213-3232,,2213-3232
Journal of Respiratory Medicine and Lung Disease,,,1565.2,,,,2475-5761,,,2475-5761
Journal of Tropical Diseases,,,1289.12,,,,2329-891X,,2329-891X,2329-891X
Environmental Management and Sustainable Development,,,90.56,,,,2164-7682,,2164-7682,2164-7682
AIMS Materials Science,,,300.0,,,,2372-0484,2372-0484,,2372-0468
Advances in Molecular Imaging,,,599.0,,,,2161-6728,2161-6728,2161-6752,2161-6728
BioInvasions Records,,,333.3333333333333,1092.0,666.4,,2242-1300,,2242-1300,2242-1300
EURASIP Journal on Information Security,,,645.75,2017.0,2097.2,,2510-523X,,2510-523X,2510-523X
International Journal of the Commons,,,750.0,404.6,795.0725,,1875-0281,,1875-0281,1875-0281
Journal of Histology and Histopathology,,,310.04,,,,2055-091X,,2055-091X,2055-091X
Limnetica,,,500.0,,,,1989-1806,,,0213-8409
European Journal of Remote Sensing,,,420.0,334.0,355.4333333333333,,2279-7254,,2279-7254,2279-7254
International Journal of Economics & Management Sciences,,,719.0,,,,2162-6359,,2162-6359,2162-6359
Open Physics,,,200.0,2017.0,1190.0,,2391-5471,,2391-5471,2391-5471
International Journal of Applied Mathematics and Computer Science,,,512.5,485.75,1178.1,,2083-8492,,2083-8492,1641-876X
World Journal of Chemical Education,,,142.31,102.59,429.17,,2375-1657,,,2375-1657
Check List,,,30.94,109.14,,,1809-127X,,1809-127X,1809-127X
Annual Research & Review in Biology,,,,109.0,,,2347-565X,,2347-565X,2347-565X
Veterinary Sciences,,,,320.95,,,2306-7381,,2306-7381,2306-7381
Journal of Advanced Veterinary and Animal Research,,,,87.31,,,2311-7710,,2311-7710,2311-7710
Annals of Occupational and Environmental Medicine,,,,1661.24,,,2052-4374,,2052-4374,2052-4374
Acta Orthopaedica,,,,1978.38,,,1745-3674,1745-3674,1745-3682,1745-3674
Porcine Health Management,,,,1396.0,1493.053333333333,,2055-5660,,2055-5660,2055-5660
Journal of Animal and Feed Sciences,,,,165.83,,,1230-1388,1230-1388,,1230-1388
Histology and Histopathology,,,,1249.5,1000.0,,1699-5848,0213-3911,1699-5848,0213-3911
Mathematics,,,,270.235,684.9425,,2227-7390,,2227-7390,2227-7390
American Journal of Ophthalmology Case Reports,,,,794.4900000000001,,,2451-9936,2451-9936,,2451-9936
Health Services Research and Managerial Epidemiology,,,,1146.34,997.22,,2333-3928,2333-3928,2333-3928,2333-3928
Journal of Bone and Joint Infection,,,,580.9733333333332,,,2206-3552,,,2206-3552
Pan African Medical Journal,,,,183.9,191.54,,1937-8688,,1937-8688,1937-8688
"Multiple Sclerosis Journal - Experimental, Translational and Clinical",,,,1243.46,,,2055-2173,2055-2173,2055-2173,2055-2173
International Journal of Surgical Oncology,,,,1234.65,,,2090-1402,2090-1402,2090-1410,2090-1402
JMIR Rehabilitation and Assistive Technologies,,,,1664.95,2022.94,,2369-2529,,2369-2529,2369-2529
BMJ Open Ophthalmology,,,,1795.84,1847.445,,2397-3269,,2397-3269,2397-3269
American Journal of Psychiatry and Neuroscience,,,484.61,,,,2330-4243,2330-4243,,2330-4243
"EURASIA Journal of Mathematics, Science and Technology Education",,,1092.39,2017.0,500.0,,1305-8215,1305-8215,1305-8223,1305-8223
Evolution: Education and Outreach,,,,1356.6,1761.0,,1936-6426,1936-6426,1936-6434,1936-6426
Challenges in Sustainability,,,,322.51,,,2297-6477,,2297-6477,2297-6477
Journal of the Global Power and Propulsion Society,,,,271.83,,,2515-3080,,2515-3080,2515-3080
Bioengineering,,,,248.94,471.1333333333334,,2306-5354,,2306-5354,2306-5354
Journal of Ecological Engineering,,,,142.8,,,2299-8993,,2299-8993,2299-8993
World Electric Vehicle Journal,,,,237.6,255.8766666666667,,2032-6653,,2032-6653,2032-6653
International Journal of Automotive Engineering,,,,284.42,,,2185-0992,,,2185-0992
Aerospace,,,,382.06699999999995,557.6423529411766,,2226-4310,,2226-4310,2226-4310
PROMET - Traffic&Transportation,,,,358.25,,,1848-4069,0353-5320,1848-4069,0353-5320
European Heart Journal - Case Reports,,,,456.1066666666666,485.31,,2514-2119,,2514-2119,2514-2119
International Journal of Automation Technology,,,,993.97,,,1883-8022,1881-7629,1883-8022,1881-7629
Advances in Acoustics and Vibration,,,,1025.07,,,1687-6261,1687-6261,1687-627X,1687-6261
Acta Physica Polonica B,,,,1170.05,1008.14,,0587-4254,0587-4254,1509-5770,0587-4254
APL Bioengineering,,,,1269.65,,,2473-2877,,2473-2877,2473-2877
International Journal of Energy Economics and Policy,,,,473.63,,,2146-4553,,,2146-4553
Studies in Informatics and Control,,450.0,,,,,1220-1766,1220-1766,1841-429X,1220-1766
Journal of Pathology Informatics,,191.0,,,,,2153-3539,2153-3539,,2153-3539
Journal of Mechanics Engineering and Automation,,,299.02,,,,2159-5275,2159-5275,2159-5283,2159-5275
International Journal of Naval Architecture and Ocean Engineering,,,605.23,827.3,,,2092-6782,2092-6782,,2092-6782
Medical Case Reports,,,1331.61,,,,2471-8041,,2471-8041,2471-8041
Open Journal of Internet of Things,,,116.62,116.62,,,2364-7108,,,2364-7108
"Computational Water, Energy, and Environmental Engineering",,,,432.58,,,2168-1562,2168-1562,2168-1570,2168-1562
Parasitology Open,,,,1994.45,,,2055-7094,,2055-7094,2055-7094
Case Reports in Ophthalmological Medicine,,,,447.47,,,2090-6722,2090-6722,2090-6730,2090-6730
AACL-Bioflux,,,,161.0,209.99,,1844-9166,,,1844-8143
Open Journal of Big Data,,,,402.22,,,2365-029X,,,2365-029X
"Pediatric Health, Medicine and Therapeutics",,,,1434.15,,,1179-9927,,1179-9927,1179-9927
European Journal of Pediatric Surgery Reports,,,,1598.05,,,2194-7619,2194-7619,2194-7627,2194-7619
IBRO Reports,,,,1618.72,1453.4,,2451-8301,2451-8301,,2451-8301
Journal of Human Sport and Exercise,,,200.0,243.48,225.33333333333331,,1988-5202,1988-5202,,1988-5202
Climate Change Responses,,,,1516.04,,,2053-7565,,2053-7565,2053-7565
Mental Health & Prevention,,,,1787.77,,,2212-6570,2212-6570,,2212-6570
npj Flexible Electronics,,,,2524.6875,,,2397-4621,,2397-4621,2397-4621
Fibers,,,,286.565,286.9433333333333,,2079-6439,,2079-6439,2079-6439
Robotics and Biomimetics,,,,1255.45,,,2197-3768,,2197-3768,2197-3768
Journal of Agricultural Science and Technology A,,,499.14,,,,2161-6256,2161-6256,2161-6256,2161-6256
Journal of Mathematical Sciences: Advances and Applications,,,580.8,,,,0974-5750,0974-5750,,0974-5750
Chemical Engineering & Process Techniques,,,1736.04,,,,2333-6633,,,2333-6633
The Open Biochemistry Journal,,,800.0,,,,1874-091X,1874-091X,,1874-091X
American Journal of Men's Health,,,,,934.34,,1557-9883,1557-9883,1557-9891,1557-9883
Current Developments in Nutrition,,,,2297.9966666666664,2532.32,,2475-2991,,2475-2991,2475-2991
Frontiers in Astronomy and Space Sciences,,,,979.87,673.98,,2296-987X,,2296-987X,2296-987X
Medicines,,,,182.14,274.69,,2305-6320,,2305-6320,2305-6320
Acta Informatica Medica,,,,416.5,,,0353-8109,0353-8109,,0353-8109
Journal of Behavioral Addictions,,495.0,2016.0,465.88250000000005,900.7933333333334,,2062-5871,2062-5871,2063-5303,2062-5871
Systems Medicine,,,,1990.8,735.27,,2573-3370,,2573-3370,2573-3370
Dentistry Journal,,,,301.09666666666664,533.61,,2304-6767,,2304-6767,2304-6767
The Open Dentistry Journal,,,,988.09,,,1874-2106,1874-2106,,1874-2106
Big Data Analytics,,,,1661.24,,,2058-6345,,2058-6345,2058-6345
Stem Cells and Cloning: Advances and Applications,,,,1730.986666666667,,,1178-6957,,1178-6957,1178-6957
"International Journal of Science, Technology and Society",,,200.18,,,,2330-7412,2330-7412,,2330-7420
Bulletin de la Société géologique de France,,,500.0,,,,0037-9409,0037-9409,1777-5817,0037-9409
Advances in Nanoparticles,,,554.26,,,,2169-0510,2169-0510,2169-0529,2169-0510
Revista Brasileira de Farmacognosia,,,276.0,,,,0102-695X,0102-695X,,0102-695X
eco.mont (Journal on Protected Mountain Areas Research),,,200.0,2017.0,401.48,,2073-106X,2073-106X,2073-1558,2073-106X
The Open Chemical Engineering Journal,,,704.0,,,,1874-1231,1874-1231,,1874-1231
Papers in Physics,,,192.7,,,,1852-4249,,1852-4249,1852-4249
Mathematical and Computational Applications,,,270.69,,,,2297-8747,,2297-8747,1300-686X
African Journal of Microbiology Research,,,463.27,,,,1996-0808,,,1996-0808
Translational Neuroscience,,,,1785.0,1785.0,,2081-6936,,2081-6936,2081-6936
International Journal of Nephrology and Renovascular Disease,,,,2092.02,,,1178-7058,,1178-7058,1178-7058
Research & Investigations in Sports Medicine,,,424.0,,,,2577-1914,,2577-1914,2577-1914
Mediterranean Journal of Social Sciences,,,,238.0,,,2039-2117,,2039-2117,2039-2117
Triple Helix,,,,958.075,,,2197-1927,,2197-1927,2197-1927
Advances in Internet of Things,,,637.0,,,,2161-6817,2161-6817,2161-6825,2161-6817
International Journal of Applied Sociology,,,139.0,,,,2169-9739,,,2169-9704
Journal of Microbiology and Biotechnology,,,1026.0,,,,1017-7825,1017-7825,1738-8872,1017-7825
Journal of Psychiatry,,,1918.0,,,,2378-5756,,2378-5756,2378-5756
Chemistry,,,,,812.0,,2624-8549,,2624-8549,2624-8549
Colloids and Interfaces,,,,,573.11,,2504-5377,,2504-5377,2504-5377
Libyan Journal of Medicine,,,,,2052.0,,1993-2820,1993-2820,1819-6357,1819-6357
Journal of Entrepreneurship Education,,,,,2357.755,,1528-2651,,,1098-8394
"Journal of Health, Population and Nutrition",,1264.0,1537.6,1767.38,,,2072-1315,,2072-1315,1606-0997
Academy of Accounting and Financial Studies Journal,,,,366.0,,,1528-2635,,,1096-3685
International Agrophysics,,,,902.8,,,2300-8725,,2300-8725,0236-8722
Risk Governance and Control: Financial Markets & Institutions,,,,512.4,,,2077-429X,2077-429X,2077-4303,2077-429X
Urban Studies and Public Administration,,,,303.28,,,2576-1994,2576-1986,2576-1994,2576-1986
The Open Sports Sciences Journal,,,,913.15,,,1875-399X,1875-399X,,1875-399X
Frontiers in Forests and Global Change,,,,1327.7133333333334,1183.1675,,2624-893X,,2624-893X,2624-893X
American Journal of Sports Science,,,,467.74,,,2330-8559,2330-8559,,2330-8559
Journal of Engineering,,,,1057.18,,,2314-4904,2314-4904,2314-4912,2314-4904
Advanced Structural and Chemical Imaging,,,,800.0,963.6,,2198-0926,,2198-0926,2198-0926
Journal of Cardiology and Cardiovascular Sciences,,,,604.42,,,2578-3025,,2578-3025,2578-3025
Geochronometria,,,1190.0,,,,1897-1695,,1897-1695,1733-8387
Batteries,,,,,287.9050000000001,,2313-0105,,2313-0105,2313-0105
ChemEngineering,,,,,813.6,,2305-7084,,2305-7084,2305-7084
Journal of Composites Science,,,,,811.6,,2504-477X,,2504-477X,2504-477X
BJR|case reports,,,,538.8,588.52,,2055-7159,,2055-7159,2055-7159
Clinical Endoscopy,,,,361.05,,,2234-2400,2234-2400,2234-2443,2234-2400
E&G Quaternary Science Journal,,,,190.4,999.6666666666665,,2199-9090,,2199-9090,0424-7116
International Journal of Vascular Medicine,,,,1042.03,,,2090-2824,2090-2824,2090-2832,2090-2824
Journal of Venomous Animals and Toxins including Tropical Diseases,,,,1661.24,,,1678-9199,,1678-9199,1678-9180
Journal of Water Technology and Treatment methods,,,,349.05,,,2517-7427,,,2517-7427
Maxillofacial Plastic and Reconstructive Surgery,,,,1790.95,,,2288-8586,,2288-8586,2288-8586
Nephrology and Renal Diseases,,,,860.5,,,2399-908X,,2399-908X,2399-908X
Surgery Research and Practice,,,,732.31,,,2356-7759,2356-7759,2356-6124,2356-6124
VideoGIE,,,,511.7,,,2468-4481,2468-4481,,2468-4481
npj Climate and Atmospheric Science,,,,2180.0,,,2397-3722,,2397-3722,2397-3722
Matters Select,,,,515.0,,,2297-9239,,,2297-9239
Advances in Medicine,,,,783.0,,,2356-6752,2356-6752,2314-758X,2314-758X
MATEC Web of Conferences,,,,68.58,100.83,,2261-236X,,2261-236X,2261-236X
Economics & Sociology,,,,444.5,,,2071-789X,2071-789X,2306-3459,2071-789X
Polish Journal of Management Studies,,,,285.75,,,2081-7452,2081-7452,2081-7452,2081-7452
Czech Journal of Animal Science,,,,254.0,,,1212-1819,1212-1819,1805-9309,1212-1819
Acta Biochimica Polonica,,,,965.0,,,1734-154X,0001-527X,1734-154X,0001-527X
Notulae Botanicae Horti Agrobotanici Cluj-Napoca,,,,254.0,,,1842-4309,0255-965X,1842-4309,0255-965X
Acta Cirurgica Brasileira,,,,493.095,,,1678-2674,0102-8650,1678-2674,0102-8650
Electronics,,,,272.69,1013.93,,2079-9292,,2079-9292,2079-9292
Open Mathematics,,,,1190.0,,,2391-5455,,2391-5455,2391-5455
International Journal of Spray and Combustion Dynamics,,,,607.28,1202.44,,1756-8277,1756-8277,1756-8285,1756-8277
Neurology International,,,,714.0,,,2035-8377,2035-8385,2035-8377,2035-8385
Journal of Sports Medicine,,,,788.22,,,2356-7651,2356-7651,2314-6176,2314-6176
Communications Chemistry,,,,1953.8111111111111,2155.325,,2399-3669,,2399-3669,2399-3669
Management of Biological Invasions,,,840.0,898.1566666666668,1375.71,,1989-8649,,1989-8649,1989-8649
Helgoland Marine Research,,,,2290.0,,,1438-387X,1438-387X,1438-3888,1438-387X
Diversity and Distributions,,,,,1815.36,,1366-9516,,,1366-9516
Journal of Cognition,,,,1108.1733333333334,877.9580000000001,,2514-4820,,2514-4820,2514-4820
Educational Research,,,,2308.0,,,0013-1881,0013-1881,1469-5847,0013-1881
Leukemia Research Reports,,,,454.11,,,2213-0489,2213-0489,,2213-0489
Open Theology,,,500.0,605.0,500.0,,2300-6579,,2300-6579,2300-6579
Cogent Geoscience,,,,843.0866666666666,,,2331-2041,,2331-2041,2331-2041
Frontiers in Big Data,,,,1785.28,685.84,,2624-909X,,2624-909X,2624-909X
International Journal of Online and Biomedical Engineering (iJOE),,,,345.1,,,2626-8493,,2626-8493,2626-8493
Clinical and Translational Neuroscience,,,618.74,,,,2514-183X,2514-183X,2514-183X,2514-183X
Neurobiology of Sleep and Circadian Rhythms,,,,1280.32,,,2451-9944,2451-9944,,2451-9944
